i1,out_dayID,out_SHO,out_activity,out_yearID,out_monthID,out_hourID,out_stateID,out_countyID,out_sourceTypeID,out_roadTypeID,out_SCC,out_zoneID,out_linkID,out_regClassID,out_fuelSubTypeID,out_engTechID,out_sectorID,out_hpID,out_modelYearID,out_fuelTypeID,out_pollutantID,out_processID,out_meanBaseRate,out_adjustedMeanBaseRate,out_emissionQuant
22,5,60.874080684058114,12.174816136811623,2020,8,7,26,26161,21,4,2201210401,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1999,1,1,1,9.57282483120352,9.458077432800327,115.15035375207127
23,5,46.82985881634186,9.365971763268373,2020,8,7,26,26161,21,4,2201210401,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1998,1,1,1,12.517339740660915,12.367297073475793,115.83175517812586
24,5,36.74778034358123,7.349556068716247,2020,8,7,26,26161,21,4,2201210401,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1997,1,1,1,16.346469654077826,16.15052802775995,118.69921127939497
25,5,26.865139913300695,5.373027982660139,2020,8,7,26,26161,21,4,2201210401,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1996,1,1,1,18.059551492828387,17.843075521871963,95.87134407573622
26,5,25.04660490806586,5.009320981613172,2020,8,7,26,26161,21,4,2201210401,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1995,1,1,1,24.227682412201233,23.937270378641713,119.9094707502774
27,5,18.41216437802274,3.6824328756045484,2020,8,7,26,26161,21,4,2201210401,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1994,1,1,1,27.493284607101835,27.163728500325476,100.02860685359477
28,5,15.146433442304176,3.029286688460835,2020,8,7,26,26161,21,4,2201210401,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1993,1,1,1,41.053206947944325,37.59694735626992,113.89193215311126
29,5,12.785088718582324,2.557017743716465,2020,8,7,26,26161,21,4,2201210401,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1992,1,1,1,41.033751793001635,37.579130126129634,96.09050252594344
30,5,12.603265015943999,2.5206530031887997,2020,8,7,26,26161,21,4,2201210401,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1991,1,1,1,40.96563727414941,37.51675015219161,94.56670894100564
31,5,10.501237834887378,2.1002475669774756,2020,8,7,26,26161,21,4,2201210401,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1990,1,1,1,49.8436514754192,45.64732647906907,95.87068637669131
32,5,10.217773915995503,2.0435547831991006,2020,8,7,26,26161,21,4,2201210401,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1989,1,1,1,46.338128067526085,42.436932241419164,86.72219586624826
33,5,9.15454189972411,1.830908379944822,2020,8,7,26,26161,21,4,2201210401,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1988,1,1,1,46.36830534328145,42.46456889960689,77.74873504903452
34,5,9.00619255308734,1.801238510617468,2020,8,7,26,26161,21,4,2201210401,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1987,1,1,1,45.788228687046434,41.93332875715655,75.5319266357733
35,5,7.780739775004618,1.5561479550009236,2020,8,7,26,26161,21,4,2201210401,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1986,1,1,1,45.9683989923526,42.09833056791273,65.51123102221027
36,5,5.992761098455286,1.1985522196910572,2020,8,7,26,26161,21,4,2201210401,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1985,1,1,1,58.23880190695482,53.335691220528474,63.925611101121234
37,5,4.779871405562617,0.9559742811125235,2020,8,7,26,26161,21,4,2201210401,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1984,1,1,1,57.59962330212423,52.75032490828053,50.42795393264552
38,5,3.5629958872973577,0.7125991774594715,2020,8,7,26,26161,21,4,2201210401,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1983,1,1,1,55.61286404613501,50.93083043488352,36.293267875225816
39,5,2.6061493961116446,0.5212298792223289,2020,8,7,26,26161,21,4,2201210401,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1982,1,1,1,74.27879269274956,68.02527905061581,35.45680798361769
40,5,1.8323500164585729,0.3664700032917146,2020,8,7,26,26161,21,4,2201210401,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1981,1,1,1,76.80000436767341,70.33423052269737,25.775385691173117
41,5,23.19180710506584,4.638361421013168,2020,8,7,26,26161,21,4,2201210401,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1980,1,1,1,76.7493290371135,70.28782153599533,326.0203197796193
42,5,310.4463445557139,62.08926891114278,2020,8,7,26,26161,21,4,2202210401,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2019,2,1,1,0.00004304488944766078,0.00004304488944766078,0.0026726257161662223
43,5,327.8141613006279,65.56283226012559,2020,8,7,26,26161,21,4,2202210401,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2018,2,1,1,0.00051410467212033,0.00051410467212033,0.033706158382372065
44,5,368.3242419642923,73.66484839285846,2020,8,7,26,26161,21,4,2202210401,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2017,2,1,1,0.0005824612417525544,0.0005824612417525544,0.042906919068418
45,5,367.29985169622574,73.45997033924515,2020,8,7,26,26161,21,4,2202210401,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2016,2,1,1,0.0011418125815206048,0.0011418125815206048,0.08387751837148055
46,5,392.56334931271454,78.51266986254291,2020,8,7,26,26161,21,4,2202210401,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2015,2,1,1,0.01338053334170313,0.01338053334170313,1.0505413968418857
47,5,364.0998652152451,72.81997304304902,2020,8,7,26,26161,21,4,2202210401,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2014,2,1,1,0.01982146539336082,0.01982146539336082,1.443398575618264
48,5,370.3959424661204,74.07918849322408,2020,8,7,26,26161,21,4,2202210401,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2013,2,1,1,0.019994430493517876,0.019994430493517876,1.4811711853439782
49,5,316.43263381169584,63.286526762339165,2020,8,7,26,26161,21,4,2202210401,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2012,2,1,1,0.02028667161310218,0.02028667161310218,1.2838729859613773
50,5,231.92053549096389,46.38410709819278,2020,8,7,26,26161,21,4,2202210401,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2011,2,1,1,0.018948388901611487,0.018948388901611487,0.8789041001505546
51,5,230.10402906651655,46.02080581330331,2020,8,7,26,26161,21,4,2202210401,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2010,2,1,1,0.022122155256979165,0.022122155256979165,1.0180794112531852
52,5,205.50535743034038,41.10107148606808,2020,8,7,26,26161,21,4,2202210401,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2009,2,1,1,0.016547877593376274,0.016547877593376274,0.6801354999080624
53,5,253.9388285109485,50.7877657021897,2020,8,7,26,26161,21,4,2202210401,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2008,2,1,1,0.0015408466494175126,0.0015408466494175126,0.07825615861362067
54,5,268.1829985315532,53.63659970631064,2020,8,7,26,26161,21,4,2202210401,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2007,2,1,1,0.0010572596785868437,0.0010572596785868437,0.05670781416598518
55,5,229.81669167512396,45.963338335024794,2020,8,7,26,26161,21,4,2202210401,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2006,2,1,1,0.016644566633866674,0.016233861952176014,0.7461624893919522
56,5,203.39262514967626,40.67852502993525,2020,8,7,26,26161,21,4,2202210401,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2005,2,1,1,0.012337579187772441,0.012033149421314155,0.48949076992387874
57,5,164.72170300101715,32.94434060020343,2020,8,7,26,26161,21,4,2202210401,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2004,2,1,1,0.009090703715769475,0.008866390601582863,0.29209739187298844
58,5,148.74713474802425,29.74942694960485,2020,8,7,26,26161,21,4,2202210401,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2003,2,1,1,0.01147633842564279,0.011193159774990054,0.33299008906132205
59,5,118.52562992373574,23.70512598474715,2020,8,7,26,26161,21,4,2202210401,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2002,2,1,1,0.016090971876418978,0.01569392714536834,0.37202652017639964
60,5,94.5116320580201,18.90232641160402,2020,8,7,26,26161,21,4,2202210401,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2001,2,1,1,0.014407986889834303,0.014052469813327641,0.26562437130073124
61,5,83.62548218400153,16.725096436800307,2020,8,7,26,26161,21,4,2202210401,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2000,2,1,1,0.021135556261693986,0.020614036410936686,0.344771746924629
62,5,60.874080684058114,12.174816136811623,2020,8,7,26,26161,21,4,2202210401,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1999,2,1,1,0.01802345994447472,0.017578731070344807,0.2140178186999058
63,5,46.82985881634186,9.365971763268373,2020,8,7,26,26161,21,4,2202210401,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1998,2,1,1,0.027696500815721788,0.02701308965809385,0.25300383497634393
64,5,36.74778034358123,7.349556068716247,2020,8,7,26,26161,21,4,2202210401,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1997,2,1,1,0.014846049233249725,0.014479722968419288,0.106419535815876
65,5,26.865139913300695,5.373027982660139,2020,8,7,26,26161,21,4,2202210401,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1996,2,1,1,0.02248000852721579,0.021925314316806742,0.11780532735282158
66,5,25.04660490806586,5.009320981613172,2020,8,7,26,26161,21,4,2202210401,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1995,2,1,1,0.02285953900287892,0.022295479877982884,0.11168521514791395
67,5,18.41216437802274,3.6824328756045484,2020,8,7,26,26161,21,4,2202210401,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1994,2,1,1,0.004127502212354888,0.004025656095265031,0.014824208351081785
68,5,15.146433442304176,3.029286688460835,2020,8,7,26,26161,21,4,2202210401,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1993,2,1,1,0.02841713721153816,0.027715944350843458,0.08395954128013136
69,5,12.785088718582324,2.557017743716465,2020,8,7,26,26161,21,4,2202210401,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1992,2,1,1,0.04787229215423475,0.046691043345329,0.11938982630664083
70,5,12.603265015943999,2.5206530031887997,2020,8,7,26,26161,21,4,2202210401,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1991,2,1,1,0.11598681100647565,0.11312483644489087,0.28514845872005595
71,5,10.501237834887378,2.1002475669774756,2020,8,7,26,26161,21,4,2202210401,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1990,2,1,1,0.05309195011601053,0.05178190624689797,0.10875482260850321
72,5,10.217773915995503,2.0435547831991006,2020,8,7,26,26161,21,4,2202210401,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1989,2,1,1,0.042235751190976445,0.0411935840303391,0.08418134568231354
73,5,9.15454189972411,1.830908379944822,2020,8,7,26,26161,21,4,2202210401,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1988,2,1,1,0.012058475435637215,0.011760932554262866,0.02153318996956574
74,5,9.00619255308734,1.801238510617468,2020,8,7,26,26161,21,4,2202210401,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1987,2,1,1,0.5921351316706254,0.5775241972966527,1.0402588249841715
75,5,7.780739775004618,1.5561479550009236,2020,8,7,26,26161,21,4,2202210401,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1986,2,1,1,0.411964826364498,0.401799594273954,0.6252596169496144
76,5,5.992761098455286,1.1985522196910572,2020,8,7,26,26161,21,4,2202210401,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1985,2,1,1,2.034157298799842,1.983964467451956,2.377885016252728
77,5,4.779871405562617,0.9559742811125235,2020,8,7,26,26161,21,4,2202210401,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1984,2,1,1,2.6733359036304565,2.607371340208375,2.492579942549098
78,5,3.5629958872973577,0.7125991774594715,2020,8,7,26,26161,21,4,2202210401,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1983,2,1,1,4.660095159619661,4.545107311556046,3.2388397316798683
79,5,2.6061493961116446,0.5212298792223289,2020,8,7,26,26161,21,4,2202210401,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1982,2,1,1,8.874247432959622,8.655275377551344,4.511388139677084
80,5,1.8323500164585729,0.3664700032917146,2020,8,7,26,26161,21,4,2202210401,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1981,2,1,1,6.353035758035761,6.196274600706229,2.270748773317179
81,5,23.19180710506584,4.638361421013168,2020,8,7,26,26161,21,4,2202210401,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1980,2,1,1,3.75730190484949,3.664590480347329,16.997695107855165
82,5,260.05730384453915,52.01146076890783,2020,8,7,26,26161,21,4,2205210401,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2020,5,1,1,0.0001623075354551031,0.00016946524843021937,0.008814135120421574
83,5,310.4463445557139,62.08926891114278,2020,8,7,26,26161,21,4,2205210401,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2019,5,1,1,0.0002780315001868539,0.00029029260482872046,0.01802405560412653
84,5,327.8141613006279,65.56283226012559,2020,8,7,26,26161,21,4,2205210401,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2018,5,1,1,0.0002525307105825644,0.0002636672381546447,0.017286770907623556
85,5,368.3242419642923,73.66484839285846,2020,8,7,26,26161,21,4,2205210401,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2017,5,1,1,0.00017635498029420569,0.000184132181316566,0.01356406922093116
86,5,367.29985169622574,73.45997033924515,2020,8,7,26,26161,21,4,2205210401,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2016,5,1,1,0.0007125722529125198,0.0004595965674750263,0.03376195021473431
87,5,392.56334931271454,78.51266986254291,2020,8,7,26,26161,21,4,2205210401,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2015,5,1,1,0.0007446722574150436,0.0004803005056721596,0.03770967503665068
88,5,364.0998652152451,72.81997304304902,2020,8,7,26,26161,21,4,2205210401,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2014,5,1,1,0.0010881821958856476,0.0007018583729191025,0.05110930779600729
89,5,370.3959424661204,74.07918849322408,2020,8,7,26,26161,21,4,2205210401,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2013,5,1,1,0.0012206002158099776,0.0007872656662571623,0.05832000168490797
90,5,316.43263381169584,63.286526762339165,2020,8,7,26,26161,21,4,2205210401,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2012,5,1,1,0.0013726721529198121,0.0008853493904258865,0.05603068789120853
91,5,231.92053549096389,46.38410709819278,2020,8,7,26,26161,21,4,2205210401,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2011,5,1,1,0.0024498196790429406,0.0015800905954713518,0.07329109140519038
92,5,230.10402906651655,46.02080581330331,2020,8,7,26,26161,21,4,2205210401,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2010,5,1,1,0.0019996864409691584,0.0012897625757097866,0.059355913042006
93,5,205.50535743034038,41.10107148606808,2020,8,7,26,26161,21,4,2205210401,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2009,5,1,1,0.0017279160384538268,0.0011144754471037745,0.04580613502087992
94,5,253.9388285109485,50.7877657021897,2020,8,7,26,26161,21,4,2205210401,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2008,5,1,1,0.002051092218762899,0.0013229183980503563,0.06718806964329763
95,5,268.1829985315532,53.63659970631064,2020,8,7,26,26161,21,4,2205210401,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2007,5,1,1,0.0012206629187829531,0.0007873061085716535,0.04222842259179092
96,5,229.81669167512396,45.963338335024794,2020,8,7,26,26161,21,4,2205210401,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2006,5,1,1,0.0015214755641524227,0.000981324972904087,0.04510497174619959
97,5,203.39262514967626,40.67852502993525,2020,8,7,26,26161,21,4,2205210401,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2005,5,1,1,0.0006230990151323146,0.0004018879031303489,0.016348207126716092
98,5,164.72170300101715,32.94434060020343,2020,8,7,26,26161,21,4,2205210401,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2004,5,1,1,0.00045735148417023027,0.0002949836615095535,0.009718042216265849
99,5,148.74713474802425,29.74942694960485,2020,8,7,26,26161,21,4,2205210401,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2003,5,1,1,0.0007006179751518159,0.0004518862686204103,0.01344335753785241
100,5,118.52562992373574,23.70512598474715,2020,8,7,26,26161,21,4,2205210401,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2002,5,1,1,0.0004910263139498131,0.00031670333430588126,0.007507492439510409
101,5,94.5116320580201,18.90232641160402,2020,8,7,26,26161,21,4,2205210401,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2001,5,1,1,0.0007218458878009326,0.00046557789883519427,0.008800505413811596
102,5,83.62548218400153,16.725096436800307,2020,8,7,26,26161,21,4,2205210401,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2000,5,1,1,0.0015245298985707562,0.0015245298985707562,0.025497909574381288
103,5,60.874080684058114,12.174816136811623,2020,8,7,26,26161,21,4,2205210401,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1999,5,1,1,0.0029042420327281835,0.0029042420327281835,0.03535861276526568
104,5,46.82985881634186,9.365971763268373,2020,8,7,26,26161,21,4,2205210401,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1998,5,1,1,0.0020216517625019624,0.0020216517625019624,0.01893473332275512
105,5,260.05730384453915,52.01146076890783,2020,8,7,26,26161,21,4,2209210401,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2020,9,1,1,0,0,0
106,5,310.4463445557139,62.08926891114278,2020,8,7,26,26161,21,4,2209210401,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2019,9,1,1,0,0,0
107,5,327.8141613006279,65.56283226012559,2020,8,7,26,26161,21,4,2209210401,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2018,9,1,1,0,0,0
108,5,368.3242419642923,73.66484839285846,2020,8,7,26,26161,21,4,2209210401,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2017,9,1,1,0,0,0
109,5,367.29985169622574,73.45997033924515,2020,8,7,26,26161,21,4,2209210401,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2016,9,1,1,0,0,0
110,5,392.56334931271454,78.51266986254291,2020,8,7,26,26161,21,4,2209210401,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2015,9,1,1,0,0,0
111,5,364.0998652152451,72.81997304304902,2020,8,7,26,26161,21,4,2209210401,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2014,9,1,1,0,0,0
112,5,370.3959424661204,74.07918849322408,2020,8,7,26,26161,21,4,2209210401,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2013,9,1,1,0,0,0
113,5,316.43263381169584,63.286526762339165,2020,8,7,26,26161,21,4,2209210401,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2012,9,1,1,0,0,0
114,5,231.92053549096389,46.38410709819278,2020,8,7,26,26161,21,4,2209210401,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2011,9,1,1,0,0,0
115,5,230.10402906651655,46.02080581330331,2020,8,7,26,26161,21,4,2209210401,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2010,9,1,1,0,0,0
116,5,205.50535743034038,41.10107148606808,2020,8,7,26,26161,21,4,2209210401,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2009,9,1,1,0,0,0
117,5,253.9388285109485,50.7877657021897,2020,8,7,26,26161,21,4,2209210401,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2008,9,1,1,0,0,0
118,5,268.1829985315532,53.63659970631064,2020,8,7,26,26161,21,4,2209210401,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2007,9,1,1,0,0,0
119,5,229.81669167512396,45.963338335024794,2020,8,7,26,26161,21,4,2209210401,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2006,9,1,1,0,0,0
120,5,203.39262514967626,40.67852502993525,2020,8,7,26,26161,21,4,2209210401,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2005,9,1,1,0,0,0
121,5,164.72170300101715,32.94434060020343,2020,8,7,26,26161,21,4,2209210401,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2004,9,1,1,0,0,0
122,5,148.74713474802425,29.74942694960485,2020,8,7,26,26161,21,4,2209210401,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2003,9,1,1,0,0,0
123,5,118.52562992373574,23.70512598474715,2020,8,7,26,26161,21,4,2209210401,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2002,9,1,1,0,0,0
124,5,94.5116320580201,18.90232641160402,2020,8,7,26,26161,21,4,2209210401,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2001,9,1,1,0,0,0
125,5,260.05730384453915,52.01146076890783,2020,8,7,26,26161,21,4,2201210401,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2020,1,20,1,0,0.01534185002762274,0.7979520308341677
126,5,310.4463445557139,62.08926891114278,2020,8,7,26,26161,21,4,2201210401,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2019,1,20,1,0,0.01668570848248501,1.036003440941948
127,5,327.8141613006279,65.56283226012559,2020,8,7,26,26161,21,4,2201210401,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2018,1,20,1,0,0.01792423452274291,1.1751635814057455
128,5,368.3242419642923,73.66484839285846,2020,8,7,26,26161,21,4,2201210401,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2017,1,20,1,0,0.019535029563543752,1.4390449911484584
129,5,367.29985169622574,73.45997033924515,2020,8,7,26,26161,21,4,2201210401,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2016,1,20,1,0,0.02520333544476842,1.851436274222734
130,5,392.56334931271454,78.51266986254291,2020,8,7,26,26161,21,4,2201210401,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2015,1,20,1,0,0.024966860233168686,1.960214854991024
131,5,364.0998652152451,72.81997304304902,2020,8,7,26,26161,21,4,2201210401,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2014,1,20,1,0,0.02837780562474912,2.0664710406151157
132,5,370.3959424661204,74.07918849322408,2020,8,7,26,26161,21,4,2201210401,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2013,1,20,1,0,0.028342778433475994,2.0996100259951547
133,5,316.43263381169584,63.286526762339165,2020,8,7,26,26161,21,4,2201210401,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2012,1,20,1,0,0.030915077351999054,1.9565078701970735
134,5,231.92053549096389,46.38410709819278,2020,8,7,26,26161,21,4,2201210401,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2011,1,20,1,0,0.03093358785936667,1.4348268522002194
